1.400000000000000000e+01,1.400000000000000000e+01,1.400000000000000000e+01,1.400000000000000000e+01,1.400000000000000000e+01,1.400000000000000000e+01,1.400000000000000000e+01,1.300000000000000000e+01,1.100000000000000000e+01,1.400000000000000000e+01,1.400000000000000000e+01,1.400000000000000000e+01,1.400000000000000000e+01,1.400000000000000000e+01,1.400000000000000000e+01
1.400000000000000000e+01,1.400000000000000000e+01,1.400000000000000000e+01,1.400000000000000000e+01,1.400000000000000000e+01,1.400000000000000000e+01,1.400000000000000000e+01,1.000000000000000000e+01,1.100000000000000000e+01,1.000000000000000000e+01,1.400000000000000000e+01,1.400000000000000000e+01,1.400000000000000000e+01,1.400000000000000000e+01,1.400000000000000000e+01
1.400000000000000000e+01,1.400000000000000000e+01,1.400000000000000000e+01,9.875000000000000000e+00,1.400000000000000000e+01,1.400000000000000000e+01,1.400000000000000000e+01,6.062500000000000000e+00,6.062500000000000000e+00,6.500000000000000000e+00,1.400000000000000000e+01,1.400000000000000000e+01,1.400000000000000000e+01,1.400000000000000000e+01,1.400000000000000000e+01
1.400000000000000000e+01,1.400000000000000000e+01,1.400000000000000000e+01,9.875000000000000000e+00,1.400000000000000000e+01,1.400000000000000000e+01,1.400000000000000000e+01,5.000000000000000000e+00,5.000000000000000000e+00,6.500000000000000000e+00,1.400000000000000000e+01,1.400000000000000000e+01,1.400000000000000000e+01,1.400000000000000000e+01,1.400000000000000000e+01
1.400000000000000000e+01,1.400000000000000000e+01,1.400000000000000000e+01,7.437500000000000000e+00,1.353129687499999889e+01,1.246901150820356463e+01,1.353133202773437560e+01,8.796916013867187800e+00,7.437500000000000000e+00,1.063296376103537710e+01,1.400000000000000000e+01,1.102012539211657938e+01,1.400000000000000000e+01,1.400000000000000000e+01,1.400000000000000000e+01
1.376564843749999945e+01,1.400000000000000000e+01,1.400000000000000000e+01,8.988565665351725187e+00,1.376564843749999945e+01,1.250516017400587288e+01,1.250516017400587288e+01,8.226602146738281718e+00,1.021898312734383829e+01,1.124292517327788232e+01,1.177850666682651593e+01,1.099904502259546923e+01,1.231408816037515130e+01,1.400000000000000000e+01,1.400000000000000000e+01
1.376564843749999945e+01,1.400000000000000000e+01,1.388282421875000061e+01,8.988565665351725187e+00,1.319399219637793585e+01,1.319399219637793585e+01,1.250516017400587288e+01,8.226602146738281718e+00,1.021898312734383829e+01,1.025237753715995481e+01,9.253654663559432336e+00,9.650181888092339122e+00,1.231408816037515130e+01,1.400000000000000000e+01,1.400000000000000000e+01
1.376564843749999945e+01,1.325258008700293644e+01,1.388282421875000061e+01,8.988565665351725187e+00,1.319399219637793585e+01,1.128540869044977590e+01,1.325258008700293644e+01,9.222792637041060004e+00,9.222792637041060004e+00,8.913035940510436461e+00,7.714989850000726790e+00,8.060046222320622178e+00,1.231408816037515130e+01,1.400000000000000000e+01,1.400000000000000000e+01
1.376564843749999945e+01,1.325258008700293644e+01,1.388282421875000061e+01,8.988565665351725187e+00,1.319399219637793585e+01,1.128540869044977590e+01,1.325258008700293644e+01,9.222792637041060004e+00,9.222792637041060004e+00,7.412522955656525525e+00,7.071555661169837137e+00,7.177887456472523908e+00,1.231408816037515130e+01,1.400000000000000000e+01,1.400000000000000000e+01
1.376564843749999945e+01,1.325258008700293644e+01,1.388282421875000061e+01,8.988565665351725187e+00,1.319399219637793585e+01,1.128540869044977590e+01,1.325258008700293644e+01,9.222792637041060004e+00,9.222792637041060004e+00,6.981953733139298457e+00,6.904671486690983961e+00,7.101274994339999758e+00,1.231408816037515130e+01,1.400000000000000000e+01,1.400000000000000000e+01
