,0
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,1
39,0
40,0
41,0
42,0
43,0
44,1
45,0
46,0
47,1
48,1
49,1
50,2
51,1
52,3
53,2
54,4
55,3
56,8
57,3
58,5
59,6
60,6
61,5
62,12
63,8
64,7
65,4
66,9
67,7
68,14
69,9
70,15
71,14
72,22
73,14
74,12
75,13
76,9
77,8
78,8
79,7
80,11
81,10
82,9
83,10
84,12
85,13
86,18
87,16
88,19
89,17
90,14
91,14
92,17
93,10
94,14
95,16
96,10
97,15
98,9
99,16
100,16
101,10
102,7
103,13
104,13
105,11
106,16
107,20
108,19
109,8
110,9
111,10
112,12
113,12
114,11
115,13
116,9
117,11
118,19
119,23
120,6
121,19
122,14
123,17
124,10
125,15
126,24
127,25
128,14
129,15
130,6
131,10
132,12
133,9
134,11
135,12
136,16
137,11
138,27
139,19
140,12
141,13
142,8
143,17
144,10
145,15
146,20
147,20
148,19
149,14
150,16
151,17
152,21
153,24
154,23
155,35
156,15
157,22
158,22
159,18
160,16
161,20
162,21
163,18
164,20
165,10
166,16
167,14
168,14
169,23
170,20
171,22
172,14
173,30
174,22
175,20
176,19
177,9
178,17
179,9
180,7
181,9
182,13
183,14
184,12
185,14
186,17
187,13
188,13
189,14
190,13
191,29
192,10
193,7
194,12
195,16
196,15
197,17
198,6
199,13
200,8
201,21
202,15
203,14
204,12
205,34
206,17
207,21
208,20
209,20
210,38
211,22
212,29
213,24
214,25
215,27
216,12
217,19
218,22
219,14
220,18
221,24
222,23
223,11
224,14
225,13
226,10
227,15
228,26
229,13
230,9
231,14
232,20
233,29
234,21
235,16
236,16
237,17
238,12
239,26
240,20
241,24
242,17
243,10
244,16
245,12
246,10
247,14
248,11
249,9
250,12
251,15
252,13
253,20
254,17
255,13
256,11
257,14
258,13
259,10
260,11
261,10
262,13
263,12
264,6
265,4
266,8
267,8
268,8
269,16
270,17
271,21
272,11
273,15
274,18
275,11
276,16
277,13
278,12
279,10
280,18
281,18
282,21
283,14
284,8
285,17
286,20
287,16
288,18
289,19
290,12
291,15
292,20
293,26
294,12
295,9
296,11
297,7
298,7
299,15
300,7
301,10
302,11
303,6
304,10
305,14
306,7
307,16
308,20
309,16
310,17
311,12
312,6
313,6
314,14
315,9
316,9
317,4
318,13
319,11
320,10
321,11
322,19
323,15
324,22
325,11
326,9
327,9
328,9
329,10
330,8
331,9
332,14
333,12
334,18
335,13
336,8
337,10
338,12
339,12
340,8
341,7
342,7
343,12
344,12
345,8
346,12
347,14
348,12
349,13
350,5
351,6
352,8
353,4
354,8
355,12
356,14
357,12
358,11
359,13
360,6
361,9
362,6
363,13
364,14
365,27
366,15
367,18
368,15
369,16
370,11
371,13
372,2
373,6
374,8
375,6
376,11
377,8
378,9
379,26
380,6
381,7
382,4
383,5
384,4
385,9
386,6
387,4
388,5
389,9
390,5
391,5
392,3
393,4
394,6
395,5
396,4
397,6
398,6
399,9
400,7
401,10
402,7
403,10
404,6
405,3
406,5
407,6
408,10
409,5
410,3
411,8
412,3
413,5
414,3
415,6
416,7
417,6
418,4
419,6
420,7
421,5
422,5
423,1
424,2
425,1
426,3
427,2
428,3
429,8
430,1
431,2
432,5
433,10
434,6
435,10
436,6
437,6
438,6
439,4
440,7
441,6
442,5
443,0
444,7
445,3
446,3
447,2
448,3
449,3
450,4
451,2
452,5
453,7
454,3
455,4
456,7
457,2
458,3
459,2
460,5
461,5
462,8
463,5
464,6
465,9
466,6
467,8
468,6
469,6
470,6
471,3
472,3
473,4
474,5
475,5
476,4
477,3
478,2
479,7
480,3
481,2
482,8
483,0
484,4
485,2
486,3
487,2
488,2
489,2
490,1
491,1
492,5
493,0
494,3
495,0
496,3
497,4
498,2
499,4
500,3
501,0
502,6
503,3
504,4
505,2
506,5
507,2
508,2
509,2
510,5
511,2
512,2
513,2
514,1
515,3
516,2
517,6
518,3
519,1
520,4
521,4
522,3
523,6
524,8
525,7
526,2
527,3
528,3
529,2
530,2
531,7
532,3
