,0
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,1
21,8
22,7
23,2
24,0
25,1
26,0
27,3
28,1
29,1
30,2
31,0
32,1
33,1
34,3
35,2
36,4
37,1
38,2
39,2
40,2
41,3
42,2
43,7
44,14
45,11
46,7
47,15
48,24
49,23
50,20
51,28
52,37
53,46
54,39
55,61
56,64
57,63
58,64
59,74
60,76
61,80
62,91
63,75
64,88
65,126
66,92
67,111
68,120
69,103
70,116
71,118
72,116
73,121
74,140
75,127
76,111
77,137
78,174
79,125
80,140
81,173
82,152
83,155
84,166
85,153
86,154
87,142
88,135
89,149
90,140
91,156
92,133
93,140
94,130
95,143
96,138
97,141
98,149
99,144
100,158
101,154
102,146
103,148
104,155
105,154
106,152
107,158
108,167
109,164
110,159
111,154
112,180
113,134
114,157
115,154
116,143
117,158
118,155
119,149
120,198
121,193
122,181
123,179
124,181
125,162
126,155
127,136
128,183
129,195
130,166
131,166
132,171
133,226
134,166
135,223
136,185
137,164
138,170
139,159
140,165
141,178
142,181
143,224
144,189
145,217
146,189
147,167
148,203
149,236
150,208
151,177
152,171
153,148
154,170
155,156
156,161
157,178
158,172
159,175
160,172
161,181
162,179
163,188
164,151
165,185
166,205
167,167
168,148
169,193
170,180
171,189
172,172
173,224
174,216
175,201
176,181
177,191
178,176
179,215
180,184
181,158
182,163
183,193
184,225
185,193
186,146
187,179
188,178
189,173
190,169
191,167
192,143
193,145
194,168
195,192
196,170
197,194
198,181
199,205
200,170
201,165
202,186
203,184
204,186
205,206
206,187
207,188
208,201
209,173
210,199
211,200
212,198
213,190
214,188
215,184
216,200
217,175
218,169
219,180
220,186
221,173
222,187
223,196
224,192
225,204
226,197
227,234
228,225
229,197
230,209
231,219
232,201
233,190
234,202
235,196
236,198
237,194
238,226
239,214
240,182
241,195
242,197
243,199
244,208
245,217
246,197
247,195
248,194
249,207
250,227
251,230
252,215
253,219
254,193
255,172
256,201
257,228
258,184
259,227
260,208
261,190
262,238
263,207
264,196
265,201
266,230
267,193
268,216
269,226
270,218
271,218
272,245
273,227
274,223
275,244
276,240
277,234
278,235
279,230
280,214
281,223
282,223
283,235
284,197
285,199
286,195
287,194
288,190
289,185
290,187
291,212
292,224
293,193
294,197
295,221
296,223
297,221
298,206
299,202
300,200
301,220
302,193
303,224
304,247
305,232
306,237
307,242
308,185
309,240
310,248
311,247
312,220
313,218
314,225
315,218
316,190
317,207
318,187
319,233
320,196
321,225
322,218
323,240
324,241
325,214
326,194
327,217
328,203
329,233
330,201
331,229
332,240
333,265
334,222
335,196
336,217
337,213
338,223
339,203
340,223
341,219
342,231
343,227
344,202
345,217
346,219
347,205
348,218
349,218
350,245
351,198
352,180
353,214
354,206
355,196
356,202
357,195
358,234
359,229
360,212
361,232
362,236
363,214
364,237
365,209
366,188
367,223
368,230
369,196
370,188
371,178
372,206
373,205
374,203
375,221
376,237
377,188
378,215
379,220
380,220
381,206
382,197
383,224
384,202
385,190
386,208
387,190
388,203
389,186
390,226
391,240
392,223
393,209
394,201
395,222
396,208
397,207
398,200
399,200
400,201
401,215
402,218
403,218
404,224
405,231
406,210
407,192
408,247
409,221
410,230
411,187
412,189
413,202
414,199
415,177
416,188
417,194
418,205
419,203
420,178
421,186
422,176
423,205
424,208
425,185
426,205
427,193
428,196
429,193
430,188
431,186
432,196
433,217
434,191
435,201
436,192
437,201
438,237
439,197
440,185
441,203
442,190
443,200
444,181
445,213
446,170
447,188
448,193
449,184
450,190
451,192
452,188
453,183
454,148
455,185
456,182
457,170
458,172
459,174
460,179
461,181
462,203
463,182
464,178
465,204
466,195
467,195
468,191
469,221
470,187
471,189
472,197
473,165
474,182
475,181
476,176
477,185
478,155
479,174
480,160
481,194
482,182
483,173
484,179
485,158
486,164
487,163
488,158
489,158
490,142
491,164
492,143
493,138
494,136
495,164
496,169
497,130
498,135
499,170
500,161
501,154
502,146
503,158
504,163
505,147
506,157
507,149
508,158
509,158
510,148
511,164
512,176
513,165
514,151
515,167
516,144
517,155
518,151
519,156
520,160
521,159
522,153
523,156
524,167
525,171
526,159
527,140
528,160
529,175
530,165
531,162
532,156
