,0
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,1
47,0
48,0
49,0
50,1
51,1
52,0
53,4
54,3
55,2
56,6
57,5
58,5
59,5
60,5
61,8
62,4
63,10
64,10
65,5
66,4
67,8
68,5
69,8
70,13
71,6
72,10
73,7
74,6
75,8
76,8
77,10
78,10
79,15
80,4
81,9
82,4
83,6
84,5
85,10
86,11
87,7
88,7
89,8
90,6
91,8
92,10
93,7
94,12
95,24
96,5
97,8
98,19
99,30
100,17
101,7
102,11
103,6
104,6
105,10
106,9
107,11
108,12
109,19
110,12
111,15
112,15
113,10
114,12
115,9
116,8
117,14
118,8
119,15
120,19
121,9
122,7
123,15
124,7
125,10
126,10
127,10
128,21
129,10
130,6
131,14
132,8
133,13
134,19
135,14
136,7
137,12
138,14
139,12
140,12
141,13
142,19
143,13
144,9
145,11
146,32
147,11
148,8
149,14
150,13
151,5
152,9
153,11
154,16
155,19
156,5
157,9
158,7
159,12
160,6
161,11
162,12
163,10
164,13
165,13
166,10
167,12
168,9
169,11
170,8
171,11
172,6
173,20
174,14
175,7
176,13
177,19
178,7
179,11
180,10
181,13
182,13
183,6
184,16
185,9
186,8
187,9
188,13
189,10
190,10
191,7
192,7
193,11
194,8
195,8
196,10
197,14
198,13
199,7
200,7
201,20
202,8
203,11
204,12
205,8
206,12
207,10
208,9
209,16
210,12
211,10
212,11
213,10
214,12
215,6
216,17
217,12
218,10
219,13
220,23
221,12
222,15
223,16
224,5
225,16
226,10
227,8
228,11
229,23
230,7
231,9
232,13
233,7
234,3
235,15
236,10
237,7
238,12
239,14
240,10
241,27
242,4
243,8
244,10
245,9
246,13
247,16
248,13
249,5
250,4
251,6
252,3
253,6
254,10
255,7
256,9
257,9
258,7
259,5
260,8
261,8
262,4
263,12
264,14
265,3
266,13
267,13
268,12
269,11
270,10
271,10
272,4
273,10
274,11
275,12
276,10
277,3
278,11
279,12
280,8
281,11
282,8
283,12
284,14
285,17
286,16
287,21
288,12
289,17
290,9
291,14
292,11
293,13
294,5
295,15
296,11
297,16
298,4
299,15
300,5
301,11
302,9
303,13
304,10
305,10
306,11
307,19
308,16
309,19
310,6
311,11
312,12
313,6
314,3
315,9
316,7
317,5
318,12
319,4
320,11
321,9
322,6
323,12
324,18
325,14
326,16
327,13
328,6
329,10
330,11
331,7
332,8
333,12
334,12
335,9
336,7
337,14
338,8
339,11
340,11
341,11
342,15
343,14
344,8
345,12
346,14
347,10
348,14
349,11
350,12
351,8
352,8
353,11
354,11
355,19
356,18
357,20
358,10
359,10
360,8
361,11
362,7
363,12
364,18
365,11
366,6
367,10
368,12
369,7
370,10
371,5
372,8
373,7
374,11
375,6
376,8
377,10
378,8
379,4
380,7
381,10
382,15
383,6
384,6
385,9
386,10
387,8
388,12
389,14
390,12
391,13
392,12
393,7
394,11
395,16
396,5
397,14
398,13
399,11
400,17
401,8
402,16
403,13
404,15
405,7
406,7
407,12
408,12
409,15
410,11
411,14
412,12
413,9
414,7
415,6
416,9
417,9
418,3
419,10
420,9
421,16
422,13
423,18
424,12
425,13
426,7
427,5
428,12
429,14
430,16
431,7
432,7
433,7
434,10
435,10
436,11
437,9
438,11
439,14
440,4
441,14
442,15
443,11
444,12
445,10
446,10
447,7
448,7
449,9
450,8
451,11
452,9
453,11
454,9
455,10
456,9
457,9
458,10
459,7
460,11
461,13
462,12
463,8
464,9
465,5
466,7
467,14
468,12
469,9
470,9
471,13
472,12
473,14
474,11
475,9
476,11
477,11
478,8
479,8
480,7
481,7
482,5
483,13
484,9
485,11
486,5
487,3
488,12
489,6
490,9
491,12
492,16
493,14
494,13
495,8
496,11
497,6
498,12
499,10
500,10
501,10
502,11
503,9
504,16
505,7
506,8
507,5
508,6
509,11
510,10
511,6
512,14
513,7
514,12
515,7
516,9
517,12
518,7
519,8
520,11
521,13
522,14
523,11
524,13
525,10
526,10
527,5
528,7
529,18
530,8
531,6
532,6
