3.396368829564192282e+01,2.299750029998000400e+01,4.318037135942356741e+01,1.799900004999999936e+01,3.499500082987501060e+01,-8.949862996458055932e+03,4.286734820899043541e+01,4.286734820899043541e+01,4.822373625663956886e+01,3.499500082987501060e+01,5.177100812233892668e+01,4.318037135942356741e+01,1.399960001999999903e+01,1.799850014999499948e+01,2.299750029998000400e+01
7.047586575784298191e+01,2.799100269947507158e+01,6.397848928872217300e+01,2.799400134980501775e+01,5.198105784231621840e+01,-8.948310580778343137e+03,6.122598159415089469e+01,6.933423886294946215e+01,6.359364131672246145e+01,4.997711022641595946e+01,5.675062654499089376e+01,6.359364131672246145e+01,6.122598159415089469e+01,2.799250194967003580e+01,5.198105784231621840e+01
7.544563372197090700e+01,3.798000924702570558e+01,7.165075694552766095e+01,6.545450375344260863e+01,6.195757390429290723e+01,-8.949089386190207733e+03,8.003317909806180808e+01,7.813209804541395442e+01,7.966024281908013904e+01,5.795592569862702703e+01,6.672625590632355852e+01,7.966024281908013904e+01,8.003317909806180808e+01,3.298350734779048565e+01,6.545450375344260863e+01
8.541141764899887789e+01,4.796502204013333426e+01,7.578583008220941508e+01,8.040606839954206464e+01,6.943189969778755710e+01,-8.779015289988536097e+03,9.452350430878536258e+01,9.452350430878536258e+01,9.659790731745198400e+01,6.593155222098272361e+01,7.169789830045375822e+01,9.659790731745198400e+01,8.867803027493309287e+01,4.397011803223450244e+01,8.040606839954206464e+01
9.037371933058706475e+01,5.294604317526084714e+01,7.979835917019072156e+01,9.534118910713569051e+01,7.540288920062234013e+01,-6.688005212692474743e+03,1.061049128803241786e+02,9.559565321552888406e+01,1.115201416110394490e+02,7.390319187749517482e+01,8.166605552048642380e+01,1.115201416110394490e+02,9.269263753684487028e+01,-5.556849327867636021e+03,9.534118910713569051e+01
1.003315407574700231e+02,6.292257469782808954e+01,8.866900486425811323e+01,1.152598821627192365e+02,8.336959412570695349e+01,-8.954409824170048523e+03,1.065586631635795811e+02,1.047798785206774994e+02,1.244270605235613800e+02,7.887124652126161095e+01,8.763072928867310907e+01,1.244270605235613800e+02,1.065586631635795811e+02,-8.952905818732702755e+03,1.152598821627192365e+02
1.193830714879757693e+02,6.789611855223245129e+01,9.363017797796982222e+01,1.251641629371040381e+02,8.833291651489484764e+01,-8.647438310559715319e+03,1.299478134297659722e+02,1.144640743347473943e+02,1.423170801232158453e+02,8.883481803441695490e+01,9.559122161634343229e+01,1.423170801232158453e+02,1.299478134297659722e+02,-8.696863069070273923e+03,1.251641629371040381e+02
1.425208478038891258e+02,7.786517653196926858e+01,9.958777113121233526e+01,1.504206991203603820e+02,9.829175813912576132e+01,-8.777555179054317705e+03,1.425208478038891258e+02,1.194118525929678754e+02,1.551928162722078355e+02,9.879440850810325969e+01,1.504206991203603820e+02,1.551928162722078355e+02,1.383547429352457812e+02,-8.776580722252931082e+03,-4.245399103932015350e+03
-7.396908005247340043e+03,8.783025072955230428e+01,1.095409864535080402e+02,1.635414320255396206e+02,-4.244424552191896510e+03,-8.621187636725881021e+03,1.502576176212346013e+02,1.464487948161560951e+02,1.700531838769925059e+02,1.037500200324271589e+02,1.464487948161560951e+02,1.700531838769925059e+02,1.412955231415540993e+02,-8.674989695098231095e+03,-4.195434952375191642e+03
-7.865961070996658236e+03,9.279134323645934046e+01,1.144907259133945701e+02,1.734649760122746898e+02,-2.007578254060235167e+03,-8.949984384628667613e+03,1.589400948264349438e+02,1.714357534498940367e+02,1.806659761745444825e+02,-2.007578254060235167e+03,1.806659761745444825e+02,1.898961988991950136e+02,1.494811852583986251e+02,-8.949089386190207733e+03,-4.147552030344209015e+03
-3.751254577998130117e+03,1.027479560931275842e+02,1.688385207617407957e+02,1.783832597191565981e+02,-1.966640073393778721e+03,-8.571744707189867768e+03,-4.100323656610464241e+03,1.688385207617407957e+02,2.063701195471749656e+02,-1.966640073393778721e+03,2.063701195471749656e+02,1.978058686275934122e+02,-3.751254577998130117e+03,-8.571252291988275829e+03,-4.123408854671577501e+03
-3.662372844949581122e+03,1.127005913889591966e+02,1.846895939090802869e+02,1.882970851759192499e+02,-1.931425498281245382e+03,-8.949789663803621806e+03,-4.046354257167867672e+03,1.846895939090802869e+02,2.153119113548808343e+02,-1.931425498281245382e+03,2.153119113548808343e+02,2.037126839820764985e+02,-3.662372844949581122e+03,-8.948797334160757600e+03,-4.078928739247362500e+03
-3.608950141137594073e+03,1.176492512123219001e+02,1.945277711709703681e+02,2.262658086664387724e+02,-1.884334514436860900e+03,-8.814438042244833923e+03,-3.994403680878216619e+03,1.945277711709703681e+02,2.262658086664387724e+02,-1.884334514436860900e+03,2.315313444276394250e+02,2.096160466194998548e+02,-3.608950141137594073e+03,-8.836015595496897731e+03,-4.056550214984498780e+03
-3.523336387973583442e+03,1.215988358908583962e+02,2.274183649482579028e+02,2.420555349332434787e+02,-1.838781197957450559e+03,-8.934740777719425751e+03,-3.968315710492678591e+03,2.093648591425229029e+02,2.420555349332434787e+02,-1.838781197957450559e+03,2.356133276699054022e+02,2.274183649482579028e+02,-3.523336387973583442e+03,-8.933581442021491966e+03,-4.014138296177387929e+03
-3.473928192814189060e+03,1.999421951318537651e+02,2.600183059796794396e+02,1.999421951318537651e+02,-1.794110161136500437e+03,-8.394851159713674861e+03,-3.919944740600119985e+03,2.142646966474540591e+02,2.600183059796794396e+02,-1.794110161136500437e+03,2.466380989007391804e+02,2.417301591806451881e+02,-3.473928192814189060e+03,-8.426116495819780539e+03,-3.973889713851142915e+03
-3.388065232183289481e+03,2.087608323899712559e+02,2.773098919882675091e+02,2.087608323899712559e+02,-7.303328758253514934e+02,-8.701858014657336753e+03,-3.895692692558370254e+03,2.251606848635544793e+02,2.740577345896508064e+02,-1.769138273740948080e+03,-7.303328758253514934e+02,2.740577345896508064e+02,-3.388065232183289481e+03,-8.903569406929029356e+03,-3.953375587594418448e+03
-6.932228144131186127e+03,2.285635579372464576e+02,2.796933791965622618e+02,2.285635579372464576e+02,-7.007152154817531482e+02,-7.491241838668522178e+03,-3.850992073595630245e+03,2.725234206421959584e+02,2.725234206421959584e+02,-1.757217165768368659e+03,-7.007152154817531482e+02,2.828763470289871407e+02,-3.316589361878931868e+03,-8.013810975343895734e+03,-3.916049095465527898e+03
-6.815881725328381435e+03,2.473503872086418767e+02,2.839741002502728975e+02,2.473503872086418767e+02,-6.819184642715262044e+02,-7.866597629227533616e+03,-3.808754667930718824e+03,2.885233722316586409e+02,2.885233722316586409e+02,-1.731793507354518397e+03,-6.819184642715262044e+02,2.927389361403887165e+02,-3.277490747514860232e+03,-8.489045627421417521e+03,-3.897326902908831926e+03
-6.739105838376415704e+03,2.591229354437396637e+02,2.861106873728829783e+02,2.591229354437396637e+02,-4.444929084911493192e+03,-7.791055145651504972e+03,-3.787612874430251395e+03,2.988830470896995166e+02,2.988830470896995166e+02,-1.705272439506391947e+03,-6.545366747722539458e+02,2.975985944734519535e+02,-3.247033232516742828e+03,-4.444929084911493192e+03,-3.895372130450966324e+03
-6.700597772925411846e+03,2.788779204351220642e+02,2.913901631482032144e+02,-1.833562816178524599e+02,-4.380953103881276547e+03,-7.717861006129731322e+03,-3.748859747527548279e+03,3.153518883527577827e+02,3.153518883527577827e+02,-1.691522968119161533e+03,-1.833562816178524599e+02,3.014557230235727161e+02,-3.216839564632814017e+03,-6.404519794134472249e+03,-3.893418335183872841e+03
-6.630097647450126715e+03,2.837448075601629398e+02,2.986412032836948924e+02,-1.538323810125668274e+02,-3.664708758665770802e+03,-7.671926074967699606e+03,-3.717501359822623272e+03,9.793723300740933269e+01,3.241722207169876810e+02,-1.664598351480368365e+03,9.793723300740933269e+01,3.143079245346988273e+02,-3.664708758665770802e+03,-8.438055479810685938e+03,-3.891465516619052323e+03
-6.594772364316664607e+03,2.936059627781063455e+02,3.021010434805996283e+02,-1.472837889485215896e+02,-3.612076548061032554e+03,-7.587326161682748534e+03,-3.694787662855293092e+03,1.123906558777425886e+02,3.245859332104954547e+02,-1.637919377251920650e+03,1.123906558777425886e+02,3.245859332104954547e+02,-3.612076548061032554e+03,-8.377536336197494165e+03,-3.889513674268252544e+03
