,0
533,36
534,40
535,30
536,34
537,37
538,50
539,41
540,28
541,32
542,28
543,52
544,32
545,40
546,33
547,33
548,27
549,21
550,19
551,18
552,22
553,30
554,33
555,16
556,28
557,26
558,24
559,31
560,35
561,30
562,31
563,32
564,19
565,18
566,27
567,31
568,33
569,25
570,18
571,17
572,18
573,15
574,20
575,21
576,18
577,15
578,16
579,17
580,27
581,19
582,13
583,17
584,9
585,17
586,12
587,14
588,10
589,14
590,18
591,18
592,14
593,23
594,18
595,10
596,12
597,14
598,8
599,7
600,13
601,6
602,13
603,10
604,11
605,12
606,8
607,11
608,23
609,14
610,8
611,12
612,11
613,7
614,14
615,10
616,18
617,16
618,22
619,20
620,7
621,8
622,10
623,9
624,13
625,16
626,6
627,8
628,4
629,9
630,6
631,11
632,7
633,13
634,12
635,9
636,7
637,7
638,5
639,12
640,11
641,7
642,2
643,5
644,5
645,2
646,8
647,8
648,6
649,7
650,6
651,6
652,7
653,9
654,9
655,6
656,4
657,8
658,10
659,9
660,6
661,6
662,7
663,4
664,2
665,2
666,7
667,5
668,4
669,4
670,7
671,5
672,4
673,6
674,9
675,8
676,7
677,10
678,7
679,5
680,2
681,3
682,3
683,3
684,4
685,2
686,2
687,0
688,3
689,4
690,0
691,2
692,0
693,5
694,4
695,0
696,2
697,3
698,3
699,1
700,2
701,1
702,5
703,3
704,0
705,2
706,2
707,1
708,3
709,3
710,3
711,1
712,0
713,3
714,1
715,4
716,1
717,1
718,2
719,3
720,4
721,3
722,5
723,2
724,2
725,1
726,2
727,3
728,1
729,2
730,1
731,0
732,1
733,10
734,1
735,0
736,1
737,0
738,0
739,0
740,2
741,0
742,0
743,0
744,0
745,1
746,1
747,0
748,0
749,1
750,0
751,0
752,0
753,0
754,0
755,0
756,0
757,0
758,0
759,0
760,0
761,0
762,0
763,0
764,0
765,0
766,0
767,0
768,0
769,0
770,0
771,0
772,0
773,0
774,0
775,0
776,0
777,0
778,0
779,0
780,0
781,0
782,0
783,0
784,0
785,0
786,0
787,0
788,0
789,0
790,0
791,0
792,0
793,0
794,0
795,0
796,0
797,0
798,0
799,0
800,0
801,0
802,0
803,0
804,0
805,0
806,0
807,0
808,0
809,0
810,0
811,0
812,0
813,0
814,0
815,0
816,0
817,0
818,0
819,0
820,0
821,0
822,0
823,0
824,0
825,0
826,0
827,0
828,0
829,0
830,0
831,0
832,0
833,0
834,0
835,0
836,0
837,0
838,0
839,0
840,0
841,0
842,0
843,0
844,0
845,0
846,0
847,0
848,0
849,0
850,0
